issue number,issue title,created at,closed at,state,number of comments
16696,should config.active_record.schema_format work in an initializer via  Rails.application ?,2014-08-26 03:14:15,2014-08-26 03:27:19,closed,2
16701,Serialized binary column changes hash never empty,2014-08-26 13:21:06,2014-08-27 14:06:22,closed,2
16709,Can't pass 'require: false' in the template,2014-08-26 22:52:44,2014-08-27 11:37:36,closed,3
16712,Inheritance issue of ActiveSupport::HashWithIndifferentAccess,2014-08-27 06:35:13,2014-08-27 18:37:38,closed,2
16716,Link to blog example source code broken,2014-08-27 09:24:20,2014-08-27 09:33:49,closed,2
16718,Rails 4.1.5 undefined method `nd_id' for ActionView::Helpers::Tags::TextField,2014-08-27 10:18:28,2014-08-27 14:09:10,closed,8
16725,"Idea: call callbacks on self.type's model for existing instance, instead of current class when STI",2014-08-27 21:39:17,2014-08-27 21:41:54,closed,1
16726,Issue 7399,2014-08-28 00:00:29,2014-08-28 00:07:05,closed,2
16731,Rails is great! Thank you.,2014-08-28 15:37:58,2014-11-04 14:17:48,closed,205
16732,destroy() breaking on model with has_and_belongs_to_many association to join table,2014-08-28 16:45:49,2014-08-28 19:42:58,closed,2
16734,Help on how to create comment and post using rails,2014-08-28 19:04:13,2014-08-28 19:12:45,closed,4
16735,"Length validation default messages include ""characters"" when used to validate association length",2014-08-28 19:17:46,2014-08-31 08:55:54,closed,1
16736,Simplify callbacks,2014-08-28 22:16:55,2014-08-29 00:22:38,closed,1
16737,using a lambda for asset_host yields different asset digests for the same file on 4.0.x,2014-08-29 02:18:39,2014-08-29 04:27:52,closed,1
16743,STI and Polymorphic associations has incorrect relation.,2014-08-29 14:55:51,2014-09-04 16:37:40,closed,3
16745,one inverse_of and accepts_nested_attributes_for each other lead to stack level too deep,2014-08-29 17:10:33,2014-08-31 11:27:55,closed,4
16750,Unscoping an association also removes association,2014-08-30 13:41:55,2014-08-31 08:45:24,closed,2
16754,Rails 4.2.0.beta1: Nil location provided. Can't build URI.,2014-08-30 21:05:35,2014-08-31 20:06:13,closed,1
16759,Time#change does not behave correctly with out-of-range :usec,2014-08-31 16:52:35,2014-09-05 06:51:08,closed,0
16761,Rails 4.2.0.beta1: ActiveRecord references call in default_scope is ignored through associations,2014-08-31 18:18:46,2014-09-05 00:24:34,closed,15
16764,request.filtered_env does not work with filter_parameters by lambda ,2014-09-01 07:30:43,2014-12-13 20:58:59,closed,0
16766,ERB leading newline / whitespace supression with hyphen does not work as documented.,2014-09-02 08:59:06,2014-09-02 13:13:29,closed,3
16768,Locales not taking into consideration config.relative_url_root,2014-09-02 09:21:13,2015-03-20 20:45:45,closed,4
16769,Applications test cases are no longer ordered by default,2014-09-02 11:03:48,2014-09-11 01:37:50,closed,0
16776,Fails to invoke `after_remove` callback when deleting associated record,2014-09-02 19:55:52,2014-09-02 20:18:55,closed,1
16782,4.2.0.beta rails-api with active_model_serializer has_many didnot work as expected.,2014-09-03 00:13:22,2014-09-03 02:43:38,closed,1
16783,Web console doesn't work on Windows.  Rails server won't start.,2014-09-03 00:30:20,2014-09-03 21:13:51,closed,14
16784,Line breaks in popup dialogs,2014-09-03 07:11:28,2014-09-03 23:13:48,closed,4
16789,Improvement: include eagerly loaded default scope / associations in the statement caching,2014-09-03 13:55:04,2014-09-04 15:01:01,closed,1
16792,ActiveRecord::Enum can ruin people's anniversaries,2014-09-03 15:37:26,2014-09-04 07:36:18,closed,2
16794,Can't render html partial when json format is set,2014-09-03 18:03:13,2014-09-03 18:09:51,closed,1
16800,Inner Joins not working in unit test,2014-09-04 09:12:37,2014-09-09 07:18:10,closed,5
16806,Editing i18n causes middleware that references constants to explode,2014-09-05 02:21:03,2014-10-08 07:45:32,closed,6
16808,store_accessor attributes are not enhanced/covered by ActiveModel::Dirty,2014-09-05 02:56:35,2014-09-08 14:43:24,closed,9
16810,No option to retain default form_for class/id,2014-09-05 06:09:32,2014-09-05 17:36:25,closed,1
16811,active_support/secure_random LoadError,2014-09-05 06:09:58,2014-09-05 06:17:46,closed,1
16812,Secure_Random LaodError,2014-09-05 06:14:50,2014-09-05 06:14:56,closed,0
16814,[Internal API] Calling `with_routing` twice within integration test does not set routes properly on the second time.,2014-09-05 08:02:25,2014-11-06 14:05:01,closed,5
16816,Request for allowing checkbox to return custom values instead of 0 and 1,2014-09-05 13:22:26,2014-09-05 14:14:30,closed,1
16817,Webrick server starts successfully with 4.2.0.beta1 but hang up after the first requeest,2014-09-05 13:24:33,2014-10-16 17:30:26,closed,3
16819,Select computed values and Count produce invalid query,2014-09-05 14:46:26,2014-09-05 17:30:36,closed,2
16820,Error creating has_many through model - validation fails,2014-09-05 18:12:32,2014-09-05 19:16:12,closed,6
16826,Asset logical path has no extension,2014-09-06 09:22:30,2014-11-10 23:30:46,closed,0
16831,Add test_with_transaction to easily test transaction callbacks etc,2014-09-06 23:22:27,2015-02-08 22:23:46,closed,9
16835,Misleading example in the guides for using a model in a migration,2014-09-08 09:36:16,2014-09-10 08:46:51,closed,5
16840,Should honor :unique option in create_table column def vs. silently ignoring,2014-09-08 15:37:00,2014-09-08 16:42:15,closed,1
16842,ActiveRecord 4.0 incorrectly parses the scale for a column.,2014-09-08 16:59:45,2014-09-08 17:02:14,closed,0
16852,Validates associated overlooks readonly records,2014-09-09 12:44:06,2014-09-09 20:09:14,closed,1
16853,scope.limit(0) performs an unecessary query.,2014-09-09 14:56:35,2014-09-10 14:17:26,closed,3
16854,Replacing scaffolds.css.scss,2014-09-09 16:46:13,2014-09-09 17:27:48,closed,1
16856,[ActiveRecord] Eager Loading fails when using string primary key,2014-09-10 00:18:17,2014-09-10 22:45:04,closed,3
16859,"Rails 4.2 applications with application.rb not having ""require rails/all"" cannot change active job backend.",2014-09-10 06:28:16,2014-09-10 08:21:54,closed,2
16863,Error in relation/merger.rb on 4.1 when dynamic scoping and ordering are used together,2014-09-10 14:51:12,2015-08-25 05:01:13,closed,11
16864,Inconsistency with where.not returns,2014-09-10 16:46:11,2014-09-10 16:57:06,closed,3
16865,"4.2.0.beta1 - text_field's option "":placeholder"" has a problem with values containing dots",2014-09-10 18:08:08,2014-09-10 20:56:29,closed,4
16868,"redirect_to :back, pass request method to redirect",2014-09-10 21:53:20,2014-09-10 23:41:18,closed,3
16870,Overriding job's queue adapter?,2014-09-11 01:05:42,2014-09-11 01:14:18,closed,2
16873,Can't set attr_accessor,2014-09-11 07:36:43,2014-09-11 07:55:31,closed,4
16876,Redirect fallback renders link with html encoded characters,2014-09-11 12:52:47,2014-09-11 14:19:06,closed,2
16877,"""Require rails/test_help"" does not prepare test db when creating a rails plugin",2014-09-11 14:43:20,2014-09-18 21:41:35,closed,1
16878,Streaming requests may be blocked indefinitely if connection is lost,2014-09-11 18:29:46,2014-09-12 15:53:06,closed,4
16879,Add has_secure_key to Active Record,2014-09-11 18:39:09,2015-01-04 22:18:49,closed,70
16880,Marshalled time errors when called .present?,2014-09-11 19:25:52,2014-09-11 21:06:41,closed,6
16881,Using becomes! on an association does not properly set the changed_attribute for the STI column,2014-09-11 19:46:36,2015-02-20 17:02:41,closed,5
16882,javascript_include_tag includes files in smelly order,2014-09-11 20:32:05,2014-09-12 20:24:45,closed,2
16883,4.2.0.beta1 with pg: to_yaml blows up with NoMethodError: undefined method `name' for nil:NilClass,2014-09-11 21:32:53,2014-09-17 19:20:03,closed,2
16884,Rails 4.2 find_by with association objects does not bind values correctly,2014-09-11 21:58:35,2014-09-20 09:09:09,closed,6
16892,Active Job does not work with Resque,2014-09-12 10:25:11,2014-09-12 10:49:12,closed,3
16894,rails command is too slow on my ubuntu 12.04?,2014-09-12 11:49:19,2014-09-12 15:10:12,closed,2
16900,ActiveRecord belongs_to presence validation improperly handles destroyed or new non-persisted associated objects,2014-09-12 16:57:09,2015-06-25 21:37:21,closed,6
16901,Rails 4.1.4 tries to connect to uninitialized database when running rake assets:precompile on production,2014-09-12 17:07:03,2014-09-12 17:09:52,closed,9
16904,store_accessor no longer works in standalone classes,2014-09-12 22:19:24,2014-09-12 22:30:04,closed,2
16906,object.changes does not include attributes created with attr_accessor,2014-09-12 23:04:44,2014-09-15 05:53:42,closed,1
16907,Schema dumps don't account for add_foreign_key across PostgreSQL schemas,2014-09-13 02:22:02,2014-09-17 09:26:47,closed,3
16911,Rails 4.2 image_tag no longer accepts Paperclip::Attachment correctly,2014-09-13 19:46:33,2014-09-13 21:43:30,closed,1
16913,Arel/AR generating invalid SQL when using `extract`,2014-09-14 01:48:19,2014-09-16 13:38:20,closed,1
16925,ActiveModel as_json does not jsonify values,2014-09-15 12:23:36,2014-09-16 10:30:25,closed,4
16926,request.fullpath behavior change in 4.1.6 -- no longer has leading /,2014-09-15 15:52:47,2014-10-13 16:19:39,closed,11
16928,Rails 4.2: Model.reflections now uses strings rather than symbols as keys,2014-09-15 23:11:50,2014-11-23 01:43:41,closed,13
16931,Undocumented behavioral change of new / create in rails 4.1.0 from rails 3.2.x,2014-09-16 14:10:58,2014-09-16 15:23:25,closed,2
16932,ActiveJob does not work as expected.,2014-09-16 16:16:40,2014-09-16 16:22:27,closed,3
16933,Scheduled jobs set by resque-scheduler are not working with ActiveJob in Rails 4.2,2014-09-16 19:08:05,2014-10-13 19:57:33,closed,15
16934,#take on has_many doesn't work if association is loaded,2014-09-17 00:06:08,2015-02-20 21:17:31,closed,6
16937,Rails4.1.6 Email is invalid,2014-09-17 05:08:42,2014-09-17 17:38:17,closed,5
16939,`redirect_to` in ActionController doesn't respect `trailing_slash` on `default_url_options`,2014-09-17 09:51:21,2015-08-25 05:52:08,closed,5
16940,Scoping in scope results in unexpected nesting,2014-09-17 12:49:26,2014-09-17 18:15:15,closed,1
16941,UTF8 for mysql adapter by default,2014-09-17 13:15:57,2014-09-17 17:31:55,closed,4
16942,named parameter defaults not behaving as expected,2014-09-17 14:26:10,2015-02-01 00:50:37,closed,3
16945,belongs_to and accept_nested_attributes_for bug,2014-09-17 19:54:14,2014-09-20 22:32:31,closed,3
16947,Make year optional in active record date time(mm/dd) just like in datetime,2014-09-17 20:20:28,2014-09-17 20:24:47,closed,0
16951,Regression in 4.1.6 (since 4.1.5): Migrations break test database (and then development database),2014-09-17 21:06:55,2014-09-17 21:46:14,closed,3
16956,ActiveSupport delegate throws syntax error when association name is actually a reserved keyword,2014-09-18 12:45:21,2014-09-19 11:56:32,closed,3
16958,Rails 4.2 URL helper change of behaviour (possible bug?),2014-09-18 13:11:16,2014-11-25 02:20:09,closed,10
16960,ActiveJob overriding queue_adapter in child class affect parent class,2014-09-18 17:25:17,2015-03-12 07:26:01,closed,6
16967,has_many :through doesn't pass the instance to the through association lambda,2014-09-18 23:57:01,2014-09-19 19:42:05,closed,3
16970,Helper content_tag_for should raise error when nil is passed in,2014-09-19 02:10:53,2014-09-19 14:03:30,closed,1
16971,"""undefined method `accessor'"" after attempting to reverse an PG db with hstore",2014-09-19 02:31:33,2015-03-05 09:31:23,closed,28
16972,ActiveRecord::QueryMethods#rewhere with Arel are not working,2014-09-19 07:07:15,2014-09-19 13:49:55,closed,3
16976,ActiveJob should have an explicit app-specific base class a la ApplicationController,2014-09-19 16:58:17,2015-03-30 12:36:31,closed,11
16978,Rails/Arel union query with mysql2 driver fails but works with sqlite3,2014-09-19 17:27:46,2015-01-10 11:33:59,closed,18
16982,No error handling capability for requests with invalid JSON bodies.,2014-09-19 22:18:10,2014-09-20 02:09:15,closed,2
16986,cannot load such file -- sqlite3/sqlite3_native (LoadError),2014-09-20 12:00:05,2014-09-20 12:22:03,closed,1
16990,Regression in ActiveRecord 4.2 making ordering of relationships and `after_save` callbacks significant,2014-09-20 18:02:59,2014-09-20 22:36:33,closed,6
16996,URL generated from path_for is not recognized when using bound parameters.,2014-09-21 09:06:20,2014-09-29 01:21:09,closed,1
17004,Assocation :primary_key option not behaving as expected,2014-09-22 14:19:32,2014-09-22 19:28:24,closed,2
17008,"4.2.0.beta1 -- in testing, can't refute presence of body",2014-09-22 16:32:09,2014-09-29 18:41:53,closed,6
17011,ActiveRecord's `.where` cannot handle polymorphic arrays containing different types,2014-09-22 18:33:57,2016-02-17 21:56:55,closed,4
17017,"Ruby 2.2.0-preview1 + Rails 3.2, NoMethodError `group_values=' for []:ActiveRecord::Relation",2014-09-22 23:01:58,2014-09-24 00:43:57,closed,7
17023,The app generator's --skip-action-view option means nothing,2014-09-23 07:10:11,2014-09-24 16:39:20,closed,1
17028,Malformed JSON submitted at non-existent route fails ,2014-09-23 09:47:15,2014-09-23 10:28:09,closed,1
17030,ActionView is still not independent of ActionPack,2014-09-23 11:52:00,2016-01-17 19:43:31,closed,11
17033,Abstract class is creating object,2014-09-23 15:35:49,2014-09-23 15:41:32,closed,1
17046,Automatic (unintended) self referential scoping on another associaton?,2014-09-24 16:07:05,2014-09-24 18:19:36,closed,2
17048,content_for flush is not considered for the first defined duplicate.,2014-09-24 18:03:58,2014-09-24 18:07:35,closed,4
17049,Rails “.pluck” on joined tables with columns of the same name returns one value and then nil.,2014-09-24 20:12:57,2014-09-24 23:45:51,closed,5
17052,Cached association relations ignores scoped blocks,2014-09-24 20:49:03,2014-10-14 23:41:13,closed,4
17054,ActiveJob should allow manual killing of jobs,2014-09-25 09:51:10,2014-09-25 14:58:21,closed,9
17057,(new | edit)_polymorphic_path add to query string,2014-09-25 15:45:47,2014-09-25 20:23:12,closed,0
17060,render_to_string randomly trips up subsequent JSON response in ActionController::Live,2014-09-25 20:47:36,2014-09-26 14:40:08,closed,5
17063,Setting inverse_of on has_many :through rails 4.1,2014-09-26 06:27:22,2014-09-29 19:57:14,closed,6
17067,MIME::Types extensions order changed?,2014-09-26 15:52:23,2014-09-26 18:11:50,closed,3
17072,ActiveRecord::Relation#update_all fails to expand polymorphic values,2014-09-26 20:26:15,2014-10-17 20:42:47,closed,4
17075,has_secure_password password virtual attribute assignment ignores empty string,2014-09-26 23:28:22,2014-10-01 18:05:48,closed,3
17084,ActiveRecord::Sanitization.sanitize_sql_like escaping the escape character misbehaves,2014-09-27 18:12:33,2014-09-28 11:20:07,closed,2
17085,Rails 4.2.0.beta1 optional route scope broken,2014-09-28 09:41:22,2014-10-05 12:43:46,closed,1
17098,4.1.6 breaks schema dump for custom id primary key,2014-09-29 13:32:02,2014-10-16 04:40:17,closed,8
17101,Unexpected behaviour of StrongParams,2014-09-29 15:55:27,2014-09-30 14:09:43,closed,4
17103,Can't install 4.2.0.beta on ruby 1.9.3?,2014-09-29 18:15:20,2014-09-29 18:24:43,closed,4
17105,"Rails 4.2.0.beta2, can not start server with `rails server`",2014-09-29 18:27:20,2014-09-29 18:30:58,closed,7
17106,Rails 4.2.0.beta2 LOAD_PATH no longer includes lib in config/application.rb boot,2014-09-29 19:28:37,2014-11-04 23:02:45,closed,18
17108,Authentication Token is nil with header 'Authentication: Token token_secret',2014-09-29 22:17:34,2014-12-12 23:13:14,closed,11
17115,ActiveModel::AcceptanceValidator initialize causes an error because the overridden hash is not HashWithIndifferentAccess,2014-09-30 13:13:16,2015-03-20 20:45:51,closed,3
17119,Rails 4.2.beta2 has_and_belongs_to_many with a non-standard name using :class_name fails in fixtures,2014-09-30 15:49:21,2014-11-09 23:09:49,closed,15
17121,Single table inheritance does not cast new instances to default type on initialize,2014-09-30 20:10:55,2015-12-02 12:41:15,closed,5
17122,Rails -server error,2014-09-30 22:08:06,2014-10-01 10:25:01,closed,2
17123,Variants and hands-off ( continuity ) ?,2014-10-01 00:57:04,2014-10-01 02:41:33,closed,1
17126,"If Accept header is set to */* and respond_to has :js as the first, ActionController::InvalidCrossOriginRequest is thrown",2014-10-01 07:55:19,2014-10-01 14:27:04,closed,1
